"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"The Chicago School of Professional Psychology","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","162","37","3","0","72","27","115","24","2","0","695","176","22","4","1","0","64","14","1,136","282","0","1,418","2",
"Total","162","37","3","0","72","27","115","24","2","0","695","176","22","4","1","0","64","14","1,136","282","0","1,418","4",
"University of Notre Dame (IN)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","2","0","1","1","9","2","5","0","0","16","68","0","4","0","0","0","0","20","89","0","109","2",
"Total","1","2","0","1","1","9","2","5","0","0","16","68","0","4","0","0","0","0","20","89","0","109","4",
"University of Phoenix (AZ) CLOSED","","","","","","","","","","","","","","","","",
"Undergraduate","125","43","1","1","1","3","40","17","0","0","29","34","12","12","5","1","105","63","318","174","0","492","1",
"Graduate","21","7","0","0","1","0","0","1","0","0","1","6","5","0","0","2","9","7","37","23","0","60","2",
"Total","146","50","1","1","2","3","40","18","0","0","30","40","17","12","5","3","114","70","355","197","0","552","4",
"Upper Iowa University (IA)","","","","","","","","","","","","","","","","",
"Undergraduate","7","5","1","0","1","0","2","6","0","0","27","13","0","0","0","0","0","1","38","25","0","63","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","7","5","1","0","1","0","2","6","0","0","27","13","0","0","0","0","0","1","38","25","0","63","4",
"Valparaiso University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","2","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","5","2","0","7","2",
"Total","2","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","5","2","0","7","4",
"Visible Music College","","","","","","","","","","","","","","","","",
"Undergraduate","2","5","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","5","12","0","17","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2","5","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","5","12","0","17","4",
"Webster University (MO)","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","17","26","0","0","3","3","3","4","2","1","24","74","1","3","1","0","2","2","53","113","0","166","2",
"Total","17","26","0","0","3","3","3","4","2","1","24","74","1","3","1","0","2","2","53","113","0","166","4",
" Total Enrollment at Out-of-State Institutions","","","","","","","","","","","","","","","","",
"Undergraduate","1,494","744","28","16","69","58","461","379","13","6","2,337","1,398","132","100","64","179","512","377","5,110","3,257","0","8,367","11",
"Graduate","582","203","4","2","131","75","201","83","9","2","1,281","576","55","19","4","8","123","52","2,390","1,020","0","3,410","12",
"Sector Total","2,076","947","32","18","200","133","662","462","22","8","3,618","1,974","187","119","68","187","635","429","7,500","4,277","0","11,777","14",
" Total Enrollment All Sectors Combined","","","","","","","","","","","","","","","","",
"Undergraduate","53,088","31,085","858","696","17,468","17,371","58,340","43,384","574","493","183,687","152,474","8,746","7,037","7,333","9,062","17,310","12,640","347,404","274,242","0","621,646","101",
"Graduate","11,513","4,430","217","101","5,820","4,839","6,385","3,796","145","78","46,081","29,808","1,482","969","10,277","14,877","5,789","3,633","87,709","62,531","0","150,240","102",
"Grand Total","64,601","35,515","1,075","797","23,288","22,210","64,725","47,180","719","571","229,768","182,282","10,228","8,006","17,610","23,939","23,099","16,273","435,113","336,773","0","771,886","104",
